Tous	HP:0000001
Origine anormale de l'artère coronaire gauche à partir de l'artère pulmonaire	HP:0011638
ALCAPA	HP:0011638
Artère coronaire gauche anormale provenant de l'artère pulmonaire	HP:0011638
Syndrome de Bland-Garland-White	HP:0011638
Origine anormale de l'artère coronaire droite à partir de l'artère pulmonaire	HP:0011639
Origine d'une artère coronaire unique	HP:0011640
Fistule de l'artère coronaire	HP:0011641
Fistule coronaire	HP:0011641
Morphologie anormale du sinus coronaire	HP:0011642
Anomalie du sinus coronaire	HP:0011642
Communication interauriculaire du sinus coronaire	HP:0011643
Diverticule du sinus coronaire	HP:0011644
Diverticule du sinus coronaire	HP:0011644
Dilatation du sinus de Valsalva	HP:0011645
Anévrisme du sinus aortique	HP:0011645
Anévrisme du sinus aortique	HP:0011645
Anévrisme du sinus de Valsalva	HP:0011645
Coarctation juxtaductale de l'aorte	HP:0011646
Coarctation post-canalaire de l'aorte	HP:0011647
Coarctation aortique post-canalaire	HP:0011647
Persistance du canal artériel après la naissance à terme	HP:0011648
Persistance du canal artériel après un accouchement prématuré	HP:0011649
Canal artériel bilatéral	HP:0011650
Canal botal bilatéral	HP:0011650
Ventricule droit à double sortie avec communication interventriculaire doublement engagée et sténose pulmonaire	HP:0011651
DORV avec VSD doublement engagé et sténose pulmonaire	HP:0011651
Ventricule droit à double sortie avec communication interventriculaire doublement engagée sans sténose pulmonaire	HP:0011652
DORV avec VSD doublement engagé	HP:0011652
Ventricule droit à double sortie, communication interventriculaire doublement engagée	HP:0011652
Ventricule droit à double sortie avec communication interventriculaire non engagée et sténose pulmonaire	HP:0011653
DORV avec VSD non engagé et sténose pulmonaire	HP:0011653
Ventricule droit à double sortie avec communication interventriculaire non engagée sans sténose pulmonaire	HP:0011654
DORV avec VSD non engagé sans sténose pulmonaire	HP:0011654
Ventricule droit à double sortie, communication interventriculaire non engagée	HP:0011654
Ventricule droit à double sortie avec communication interventriculaire sous-aortique et sténose pulmonaire	HP:0011655
DORV avec VSD sous-aortique et sténose pulmonaire	HP:0011655
Ventricule droit à double sortie avec communication interventriculaire sous-aortique sans sténose pulmonaire	HP:0011656
DORV avec VSD sous-aortique sans sténose pulmonaire	HP:0011656
Ventricule droit à double sortie avec communication interventriculaire sous-pulmonaire et sténose pulmonaire	HP:0011657
DORV avec VSD sous-pulmonaire et sténose pulmonaire	HP:0011657
Ventricule droit à double sortie avec communication interventriculaire sous-pulmonaire sans sténose pulmonaire	HP:0011658
DORV avec VSD sous-pulmonaire sans sténose pulmonaire	HP:0011658
Anomalie Taussig-Bing	HP:0011658
Tétralogie de Fallot avec valvule pulmonaire absente	HP:0011659
Tétralogie de Fallot avec syndrome valvulaire pulmonaire absent	HP:0011659
Origine anormale d'une artère pulmonaire de l'aorte ascendante	HP:0011660
Hémitronque	HP:0011660
Origine anormale de l'artère pulmonaire gauche de l'aorte ascendante	HP:0011661
Atrésie tricuspide	HP:0011662
Atrésie de la valve tricuspide	HP:0011662
Cardiomyopathie ventriculaire droite	HP:0011663
Cardiomyopathie, en particulier. ventriculaire droit	HP:0011663
Cardiomyopathie ventriculaire droite	HP:0011663
Cardiomyopathie ventriculaire gauche sans compaction	HP:0011664
Cardiomyopathie ventriculaire gauche sans compaction	HP:0011664
Cardiomyopathie de Takotsubo	HP:0011665
Syndrome du cœur brisé	HP:0011665
Veine cave supérieure droite absente	HP:0011666
Veine cave supérieure bilatérale avec veine pontante	HP:0011667
Veine cave supérieure bilatérale sans veine pontante	HP:0011668
Veine cave supérieure gauche s'écoulant directement vers l'oreillette gauche	HP:0011669
Veine cave supérieure gauche s'écoulant vers le sinus coronaire	HP:0011670
Veine cave inférieure interrompue avec continuation azygote	HP:0011671
Myxome cardiaque	HP:0011672
Hémangiome cardiaque	HP:0011673
Tératome cardiaque	HP:0011674
Arythmie	HP:0011675
Fréquence cardiaque anormale	HP:0011675
Arythmies	HP:0011675
Arythmie cardiaque	HP:0011675
Arythmies cardiaques	HP:0011675
Troubles du rythme cardiaque	HP:0011675
Troubles du rythme cardiaque	HP:0011675
Rythme cardiaque irrégulier	HP:0011675
Rythme cardiaque irrégulier	HP:0011675
Tétralogie de Fallot avec cône sous-artériel absent	HP:0011676
Tétralogie de Fallot avec défaut du canal auriculo-ventriculaire	HP:0011677
Tétralogie de Fallot avec atrésie pulmonaire et artères collatérales aorto-pulmonaires majeures	HP:0011678
Tétralogie de Fallot avec sténose pulmonaire	HP:0011679
Ventricule unique de morphologie indéterminée	HP:0011680
Communication interventriculaire sous-artérielle	HP:0011681
Communication interventriculaire conale	HP:0011681
Communication interventriculaire doublement commise	HP:0011681
Communication interventriculaire infundibulaire	HP:0011681
Communication interventriculaire supracristalline	HP:0011681
Communication interventriculaire de type 1	HP:0011681
Communication interventriculaire périmembraneuse	HP:0011682
Communication interventriculaire conoventriculaire	HP:0011682
Communication interventriculaire membraneuse	HP:0011682
Communication interventriculaire paramembraneuse	HP:0011682
Communication interventriculaire périmembranaire	HP:0011682
Communication interventriculaire de type 2	HP:0011682
Communication interventriculaire périmembranaire	HP:0011682
Communication interventriculaire restrictive	HP:0011683
Communication interventriculaire non restrictive	HP:0011684
Veine cave supérieure infra-aortique	HP:0011685
Cours anormal de l'artère coronaire	HP:0011686
Cours anormal de l'artère coronaire	HP:0011686
Tachycardie ganglionnaire AV	HP:0011687
Tachycardie nodale auriculo-ventriculaire	HP:0011687
Tachycardie ganglionnaire AV	HP:0011687
Tachycardie supraventriculaire avec voie médiée par une connexion accessoire	HP:0011688
Tachycardie auriculo-ventriculaire de réentrée	HP:0011688
Tachycardie supraventriculaire avec voie médiée par connexion accessoire	HP:0011688
Tachycardie supraventriculaire avec connexion accessoire cachée	HP:0011689
Tachycardie supraventriculaire avec connexion accessoire cachée	HP:0011689
Tachycardie jonctionnelle permanente	HP:0011690
Tachycardie supraventriculaire avec voie accessoire cachée sur la paroi libre gauche	HP:0011691
Tachycardie supraventriculaire avec voie accessoire cachée sur la paroi libre droite	HP:0011692
Tachycardie supraventriculaire avec voie accessoire cachée sur le septum	HP:0011693
Tachycardie supraventriculaire avec voie accessoire manifeste	HP:0011694
Hémorragie cérébelleuse	HP:0011695
Hémorragie cérébelleuse	HP:0011695
Tachycardie supraventriculaire avec voie accessoire manifeste sur la paroi libre gauche	HP:0011696
Tachycardie supraventriculaire avec voie accessoire manifeste sur la paroi libre droite	HP:0011697
Tachycardie supraventriculaire avec voie accessoire manifeste sur le septum	HP:0011698
Tachycardie de réentrée auriculaire	HP:0011699
Tachycardie auriculaire automatique	HP:0011700
Tachycardie auriculaire multifocale	HP:0011701
Tachycardie auriculaire chaotique	HP:0011701
Tachycardie auriculaire ectopique	HP:0011701
Électrophysiologie anormale d'origine ganglionnaire sino-auriculaire	HP:0011702
Tachycardie sinusale	HP:0011703
Tachymètre sinusal	HP:0011703
Tachy sinusale	HP:0011703
Syndrome de maladie des sinus	HP:0011704
Maladie du nœud sino-auriculaire	HP:0011704
Bloc auriculo-ventriculaire du premier degré	HP:0011705
Bloc auriculo-ventriculaire du deuxième degré	HP:0011706
Bloc auriculo-ventriculaire Mobitz I	HP:0011707
Bloc auriculo-ventriculaire Mobitz type 1	HP:0011707
Bloc Wenckebach	HP:0011707
Bloc auriculo-ventriculaire Mobitz II	HP:0011708
Bloc auriculo-ventriculaire de Mobitz de type 2	HP:0011708
Dissociation auriculo-ventriculaire	HP:0011709
Bloc de branchement en faisceau	HP:0011710
Bloc de branchement	HP:0011710
Bloc fasciculaire antérieur gauche	HP:0011711
Hémibloc antérieur gauche	HP:0011711
Bloc de branche droit	HP:0011712
Bloc de branche droit	HP:0011712
Bloc de branche gauche	HP:0011713
Lésions de Libman-Sacks	HP:0011714
Bloc trifasciculaire	HP:0011715
Tachycardie ectopique jonctionnelle	HP:0011716
Tachycardie auriculo-ventriculaire réentrante	HP:0011717
Tachycardie de réentrée nodale AV	HP:0011717
Anomalie des veines pulmonaires	HP:0011718
Anomalie des veines pulmonaires	HP:0011718
Connexion veineuse pulmonaire anormale totale supracardiaque	HP:0011719
Connexion veineuse pulmonaire anormale totale supracardiaque	HP:0011719
Connexion veineuse pulmonaire anormale totale, supracardiaque	HP:0011719
Connexion veineuse pulmonaire anormale totale de type 1	HP:0011719
Connexion veineuse pulmonaire anormale totale cardiaque	HP:0011720
Connexion veineuse pulmonaire anormale totale cardiaque	HP:0011720
Connexion veineuse pulmonaire anormale totale, intracardiaque	HP:0011720
Connexion veineuse pulmonaire anormale totale de type 2	HP:0011720
Connexion veineuse pulmonaire anormale totale infracardiaque	HP:0011721
Connexion veineuse pulmonaire anormale totale infracardiaque	HP:0011721
Connexion veineuse pulmonaire anormale totale de type 3	HP:0011721
Connexion veineuse pulmonaire anormale totale mixte	HP:0011722
Connexion veineuse pulmonaire anormale totale mixte	HP:0011722
Connexion veineuse pulmonaire anormale totale, mixte	HP:0011722
Connexion veineuse pulmonaire anormale totale de type 4	HP:0011722
Malformation congénitale du cœur droit	HP:0011723
L'anomalie d'Uhl	HP:0011724
Tachycardie auriculaire multifocale chaotique	HP:0011725
Circulation fœtale persistante	HP:0011726
Circulation fœtale persistante	HP:0011726
Faiblesse des muscles péroniers	HP:0011727
Faiblesse musculaire fibulaire	HP:0011727
Clonus du coude	HP:0011728
Anomalie de mobilité articulaire	HP:0011729
Fonction sensorielle centrale anormale	HP:0011730
Anomalie de la fonction sensorielle centrale	HP:0011730
Anomalie du taux de cortisol circulant	HP:0011731
Anomalie de la morphologie surrénalienne	HP:0011732
Anomalie de la physiologie surrénalienne	HP:0011733
Insuffisance surrénalienne centrale	HP:0011734
Insuffisance surrénalienne secondaire	HP:0011734
Insuffisance surrénalienne déficiente en adrénocorticotropine	HP:0011735
Insuffisance surrénalienne déficiente en ACTH	HP:0011735
Hyperaldostéronisme primaire	HP:0011736
Insuffisance surrénalienne déficiente en corticolibérine	HP:0011737
Insuffisance surrénalienne déficiente en CRH	HP:0011737
Insuffisance surrénalienne tertiaire	HP:0011737
Anomalie du récepteur de la corticolibérine	HP:0011738
Résistance aux récepteurs de la corticolibérine (CRHR)	HP:0011738
Défaut CRHR	HP:0011738
Hyperaldostéronisme primaire supprimable par la dexaméthasone	HP:0011739
Hyperaldostéronisme primaire familial de type 1	HP:0011739
aldostéronisme primaire familial remédiable aux glucocorticoïdes	HP:0011739
Hyperaldostéronisme primaire insensible aux glucocortocoïdes	HP:0011740
Hyperaldostéronisme primaire familial de type 2	HP:0011740
Hyperaldostéronisme secondaire	HP:0011741
Hyperaldostéronisme hyperréninémique	HP:0011741
Glande surrénale ectopique	HP:0011742
Position anormale des glandes surrénales	HP:0011742
Agénésie des glandes surrénales	HP:0011743
Hypercortisolisme secondaire	HP:0011744
Hypercortisolémie ACTH-dépendante	HP:0011744
Adénome corticosurrénalien non sécrétoire	HP:0011745
Adénome surrénalien non sécrétoire	HP:0011745
Adénome corticosurrénalien sécrétoire	HP:0011746
Adénome surrénalien sécrétoire	HP:0011746
Anomalie de l'hypophyse antérieure	HP:0011747
Maladie hypophysaire	HP:0011747
Déficit en hormone adrénocorticotrope	HP:0011748
Carence en ACTH	HP:0011748
Carence en corticotropine	HP:0011748
Excès d’hormones adrénocorticotropes	HP:0011749
Excès d'ACTH	HP:0011749
Tumeur de l'hypophyse antérieure	HP:0011750
Tumeur de l'adénohypophyse	HP:0011750
Tumeur de la partie antérieure	HP:0011750
Anomalie de l'hypophyse postérieure	HP:0011751
Anomalie de la neurohypophyse	HP:0011751
Tumeur de l'hypophyse postérieure	HP:0011752
Tumeur de la neurohypophyse	HP:0011752
Dysgénésie postérieure hypophysaire	HP:0011753
Dysplasie neurohypophysaire	HP:0011753
Dysplasie posthypophysaire	HP:0011753
Pituicytome	HP:0011754
Hypophyse postérieure ectopique	HP:0011755
Neurohypophyse ectopique	HP:0011755
Agénésie hypophysaire postérieure	HP:0011756
Agénésie de la neurohypophyse	HP:0011756
Hypoplasie postérieure de l'hypophyse	HP:0011757
Hypoplasie de la neurohypophyse	HP:0011757
Adénome de cellules souches acidophiles hypophysaires	HP:0011758
Adénome à cellules gonadotropes hypophysaires	HP:0011759
Gonadotrophinome hypophysaire	HP:0011759
Adénome cellulaire de l'hormone de croissance hypophysaire	HP:0011760
Somatotropinome hypophysaire	HP:0011760
Adénome hypophysaire à cellules nulles	HP:0011761
Adénome hypophysaire cliniquement silencieux	HP:0011761
Adénome hypophysaire hormonalement silencieux	HP:0011761
Adénome hypophysaire non fonctionnel	HP:0011761
Adénome hypophysaire silencieux	HP:0011761
Adénome des cellules hypophysaires thyréotropes	HP:0011762
Thyrotropinome hypophysaire	HP:0011762
Carcinome hypophysaire	HP:0011763
Oncocytome à cellules fusiformes hypophysaires	HP:0011764
hypophyse antérieure ectopique obsolète	HP:0011765
Anomalie de la morphologie parathyroïdienne	HP:0011766
Anomalie de la physiologie parathyroïdienne	HP:0011767
Dysfonctionnement parathyroïdien	HP:0011767
Problème de parathyroïde	HP:0011767
Apprentissage parathyroïdien	HP:0011768
Parathyroïde ectopique	HP:0011769
Hyperparathyroïdie tertiaire	HP:0011770
Hypoparathyroïdie auto-immune	HP:0011771
Morphologie thyroïdienne anormale	HP:0011772
Forme anormale de la glande thyroïde	HP:0011772
Anomalie de la morphologie thyroïdienne	HP:0011772
Goitre uninodulaire	HP:0011773
Goitre uninodulaire	HP:0011773
Adénome folliculaire thyroïdien	HP:0011774
Adénome macrofolliculaire thyroïdien	HP:0011775
Adénome microfolliculaire thyroïdien	HP:0011776
Adénome papillaire thyroïdien	HP:0011777
Adénome atypique de la thyroïde	HP:0011778
Carcinome anaplasique de la thyroïde	HP:0011779
Hémiogenèse thyroïdienne	HP:0011780
Hyperplasie des cellules C de la thyroïde	HP:0011781
Crise thyroïdienne	HP:0011782
Thyrotoxicose du tissu thyroïdien ectopique	HP:0011783
Thyrotoxicose avec goitre diffus	HP:0011784
Thyrotoxicose avec goitre diffus	HP:0011784
Thyrotoxicose avec goitre multinodulaire toxique	HP:0011785
Thyrotoxicose avec goitre multinodulaire toxique	HP:0011785
Thyrotoxicose avec nodule thyroïdien unique toxique	HP:0011786
Hypothyroïdie centrale	HP:0011787
Augmentation de la T3 libre circulante	HP:0011788
Augmentation de la triiodothyronine libre circulante	HP:0011788
Augmentation de la T3 sans sérum	HP:0011788
Augmentation de la triiodothyronine libre sérique	HP:0011788
Augmentation de la fT3 sérique	HP:0011788
